statNm,zscode,kind,kindDetail,parkingFree,limitYn,limitDetail,chgerType,useTime,lat,lng,count
제주첨단과학단지(세미양빌딩),50110,A0,A003,N,N,,06,24시간 이용가능,33.4423379999,126.57145,1
제주 에코그린리조트,50110,E0,E003,Y,N,,06,24시간 이용가능,33.435572,126.291692,1
CU 성산일주동로점,50130,E0,E001,Y,N,,06,24시간 이용가능,33.373190000000,126.8706409999,1
여울목펜션,50130,E0,E003,Y,N,,06,24시간 이용가능,33.369614000000,126.8660499999,1
가시리 유채꽃길 펜션,50130,E0,E003,Y,N,,06,24시간 이용가능,33.363936000000,126.7625289999,1
CU편의점 서귀덕수점,50130,E0,E001,Y,N,,06,24시간 이용가능,33.250867135,126.30334014,1
호텔서귀피안,50130,E0,E003,Y,N,,06,09:00~18:00,33.244354660,126.59072985,1
성산보말죽칼국수,50130,E0,E006,Y,N,,06,24시간 이용가능,33.471683542,126.91689879,1
아우디 제주전시장,50110,F0,F001,Y,N,,04,09:00~18:00,33.493643000,126.5042229,1
레몬비 편의점 애월점,50110,E0,E001,Y,N,,06,24시간 이용가능,33.488749089,126.38904817,1
현대자동차 하이차저 서귀포지점,50130,G0,G004,Y,Y,시설 상황에 따라 이용이 제한될 수 있음,04,09:00~18:00,33.25317,126.537721,1
현대자동차 하이차저10 연북로지점,50110,F0,F001,Y,Y,시설 상황에 따라 이용이 제한될 수 있음,04,24시간 이용가능,33.480922,126.529804,1
허브동산,50130,D0,D007,Y,N,,04,24시간 이용가능,33.3305218,126.81650438,2
이도노브힐 3차,50110,H0,H001,Y,Y,거주자외 출입이 제한될 수 있음.,06,24시간 이용가능,33.495865,126.54969099,1
호텔 앤 리조트 담모라,50130,E0,E003,Y,N,,04,24시간 이용가능,33.249696999,126.30596300,2
캔디원,50110,G0,G004,Y,N,,04,09:00~18:00,33.47128500,126.70770500,2
한라축산 정육식당,50110,E0,E006,Y,N,,04,24시간 이용가능,33.465868,126.48555799,2
석부작박물관(숨도),50130,D0,D008,Y,Y,시설 상황에 따라 이용이 제한될 수 있음,04,24시간 이용가능(시설상황에 따라 이용제한가능),33.250448,126.536555,2
파더스가든,50130,D0,D007,Y,N,,04,24시간 이용가능,33.280498999,126.36543000,4
신창어촌계(싱계물공원),50110,H0,H003,Y,N,,04,24시간 이용가능,33.343102999,126.17211299,2
유니호텔,50110,E0,E003,Y,N,,04,24시간 이용가능(시설상황에 따라 이용제한가능),33.479476999,126.37345600,4
렉서스 제주 전시장,50110,F0,F001,Y,N,,05,09:00~18:00,33.494643,126.465171,4
레드서브마린,50110,E0,E005,Y,N,,04,24시간 이용가능,33.440676,126.27710399,2
일출식자재마트,50130,E0,E001,Y,N,,04,24시간 이용가능,33.445539000,126.91788199,2
한국농어촌공사 제주지역본부,50110,A0,A003,Y,N,,04,09:00~18:00,33.522557000,126.58718800,4
CU제주교래점,50110,E0,E001,Y,N,,06,24시간 이용가능,33.436261000,126.67904099,1
Y리조트제주,50130,E0,E003,Y,N,,06,24시간 이용가능,33.2425596,126.3284289,1
물메문화복지센터,50110,A0,A004,Y,N,,06,24시간 이용가능,33.467447079,126.39335379,1
한림리조트,50110,E0,E003,Y,N,,04,24시간 이용가능,33.389584658,126.24880351,4
서제주시장 PLAY1045,50130,E0,E001,Y,N,,04,24시간 이용가능,33.302247000,126.33771000,4
태백산 제주본점,50110,E0,E006,Y,N,,04,11:30~22:00,33.494754000,126.46719799,2
포시즌프렌즈스크린 용담오라점,50110,E0,E004,Y,N,,04,24시간 이용가능,33.501864,126.508584,2
로봇스퀘어,50110,D0,D002,Y,N,,04,24시간 이용가능,33.540340442,126.83082824,4
제주경찰청 신청사,50110,A0,A001,Y,N,,06,09:00~18:00,33.467924000,126.48144699,2
노바운더리제주,50130,E0,E005,Y,N,,04,24시간 이용가능,33.4013783,126.784238,2
목장카페 밭디,50130,E0,E005,Y,N,,04,24시간 이용가능,33.408451203,126.77277596,4
채비스테이천우모터스,50110,E0,E001,Y,N,,04,24시간 이용가능,33.5118762,126.5670278,5
제주 감귤농장 (급),50130,D0,D004,Y,N,,05,24시간 이용가능,33.2899522,126.693456,2
제주 박물관은 살아있다 (급),50130,D0,D008,Y,N,,05,24시간 이용가능,33.2549201,126.4116093,2
제주서부집배센터(롯데글로벌로지스) 급속충전소,50110,G0,G004,Y,N,시설 상황에 따라 이용이 제한될 수 있음,04,24시간 이용가능,33.492831215,126.44401282,2
카페더라이트,50130,E0,E005,Y,N,외부인 사용불가,06,24시간 이용가능,33.466182984017,126.9359147434,1
무수천주유소,50110,E0,E007,Y,N,,04,24시간 이용가능,33.463228,126.452021,7
무수천주유소,50110,E0,E007,Y,N,,05,24시간 이용가능,33.463228,126.452021,7
중문관광단지충전소,50130,E0,E007,Y,N,,05,24시간 이용가능,33.262971,126.398324,2
제주혁신도시주유소,50130,E0,E007,Y,N,,04,24시간 이용가능,33.248180,126.516228,2
노을코지(제주),50110,E0,E007,Y,N,,04,24시간 이용가능,33.5129139,126.4846298,2
토비스콘도(제주),50110,E0,E007,Y,N,,04,24시간 이용가능,33.4630468,126.3099424,2
거북이주유소,50110,E0,E007,Y,N,,04,24시간 이용가능,33.4989553,126.502799,2
삼남주유소,50110,E0,E007,Y,N,,04,24시간 이용가능,33.5052029,126.514085,2
평화로주유소,50110,E0,E007,Y,N,,04,24시간 이용가능,33.4712869,126.4610365,2
제주 새빌 E-pit,50110,E0,E005,Y,N,어댑터 사용 불가,04,24시간 이용가능,33.3612831,126.3639863,6
제주 하귀하나로마트 E-pit,50110,E0,E001,Y,N,어댑터 사용 불가,04,24시간 이용가능,33.4847516,126.4104991,4
제주 동쪽송당 E-pit,50110,D0,D001,Y,N,어댑터 사용 불가,04,24시간 이용가능,33.436968259,126.73270712,6
제주 연북로지점,50110,G0,G004,Y,N,,04,24시간 이용가능,33.48039,126.52914,1
제주 서귀포지점,50130,G0,G004,Y,N,,04,24시간 이용가능,33.25297,126.54189,1
GS25 너울빌리지점,50110,E0,E001,N,N,,06,24시간 이용가능,33.3628047,126.1933057,1
현대자동차 블루핸즈 노형북부점,50110,F0,F001,N,N,,06,24시간 이용가능,33.4854929,126.4654341,1
현대자동차 블루핸즈 한림점,50110,F0,F001,N,N,,06,24시간 이용가능,33.435865,126.277641,1
GS25 안덕서광점,50130,E0,E001,N,N,,06,24시간 이용가능,33.2892419,126.3220016,1
제주지방합동청사,50110,A0,A003,Y,N,,06,24시간 이용가능,33.4908611,126.5248524,1
형제공업사,50110,F0,F002,Y,N,,06,24시간 이용가능,33.491718,126.423656,1
탑동2공영주차장,50110,B0,B001,N,Y,시설 상황에 따라 이용이 제한될 수 있음,06,24시간 이용가능,33.5183217,126.5197945,1
제주대학교 병원,50110,I0,I001,N,N,,06,24시간 이용가능,33.4671206,126.5454466,2
제주대학교 병원,50110,I0,I001,N,N,,05,24시간 이용가능,33.4671206,126.5454466,2
하귀농협 장례식장,50110,G0,G004,N,Y,시설 상황에 따라 이용이 제한될 수 있음,06,24시간 이용가능,33.4731331,126.4267375,1
애월농협 하나로마트,50110,E0,E001,N,N,,06,24시간 이용가능,33.4601535,126.3219983,3
하귀농협 복지센터,50110,G0,G004,N,N,,06,24시간 이용가능,33.4812569,126.4004138,1
한국충전본사,50110,G0,G004,Y,N,,06,24시간 이용가능,33.4938748,126.4990527,2
한국충전본사,50110,G0,G004,Y,N,,05,24시간 이용가능,33.4938748,126.4990527,2
기아오토큐 오라대리점,50110,F0,F001,N,N,,06,24시간 이용가능,33.4928898,126.5046644,1
롯데리아 제주외도 DT,50110,E0,E006,Y,N,시설 상황에 따라 이용이 제한될 수 있음,04,24시간 이용가능,33.4932128,126.4307026,1
제주공항 입구주차장,50110,B0,B004,N,N,,06,24시간 이용가능,33.5030755,126.4958523,1
일도이동공영주차장,50110,B0,B001,N,N,,06,24시간 이용가능,33.5106021,126.5441736,1
조천농협 농산물산지유통센터,50110,G0,G004,N,N,,06,24시간 이용가능,33.5312277,126.6221792,1
한경농협 하나로마트,50110,E0,E001,N,N,,05,24시간 이용가능,33.3466280,126.1904132,2
기아오토큐 화북대리점,50110,F0,F001,N,N,,06,24시간 이용가능,33.5118171,126.5492132,1
KT 성산포지사,50130,G0,G004,N,N,,06,24시간 이용가능,33.4467743,126.9116569,1
위미농협 하나로마트,50130,E0,E001,N,N,시설 상황에 따라 이용이 제한될 수 있음,04,24시간 이용가능,33.2745963,126.6609490,1
약천사,50130,G0,G004,N,N,,06,24시간 이용가능,33.2437120,126.4505592,2
코리아마트,50130,E0,E001,N,N,,04,24시간 이용가능,33.2523,126.5701,1
대유랜드,,D0,D007,N,N,시설 상황에 따라 이용이 제한될 수 있음,04,24시간 이용가능,33.2770643,126.3943994,1
㈜상효원,50130,D0,D007,N,N,,06,24시간 이용가능,33.3067241,126.5852071,1
롯데호텔 제주,50130,E0,E003,N,N,시설 상황에 따라 이용이 제한될 수 있음,04,24시간 이용가능,33.2483165,126.4105331,1
천지공영주차빌딩,,B0,B004,N,N,시설 상황에 따라 이용이 제한될 수 있음,04,24시간 이용가능,33.2516116,126.5593240,1
서귀포매일올레시장,50130,G0,G004,Y,N,,06,24시간 이용가능,33.2501376,126.5632238,1
성산일출봉,50130,D0,D007,N,N,,06,24시간 이용가능,33.4620951,126.9352535,2
성산일출봉,50130,D0,D007,N,Y,시설 상황에 따라 이용이 제한될 수 있음,05,24시간 이용가능,33.4620951,126.9352535,2
동광 R 주차장,,B0,B004,N,N,시설 상황에 따라 이용이 제한될 수 있음,04,24시간 이용가능,33.3109162,126.3415812,1
안덕농협 하나로마트,50130,G0,G004,N,N,,06,24시간 이용가능,33.2466545,126.3333251,1
서귀포시축협 흑한우명품관,50130,G0,G004,N,N,,06,24시간 이용가능,33.2567312,126.5884001,1
성읍랜드,50130,D0,D007,N,N,,06,24시간 이용가능,33.3983477,126.7873630,1
표선농협 하나로마트,50130,G0,G004,N,N,,06,24시간 이용가능,33.3248216,126.8318730,1
GS25 서귀대포점,50130,G0,G004,N,N,,05,24시간 이용가능,33.239222,126.436367,1
롯데하이마트 서귀포점,50130,G0,G004,N,N,,06,24시간 이용가능,33.253970,126.566184,1
GS25 중문사거리점,50130,E0,E001,N,Y,"마트(쇼핑몰) 이용자, 상가 입주자로 사용 제한",06,24시간 이용가능,33.258262,126.427021,1
함덕농협 하나로마트,50110,G0,G004,N,N,,06,24시간 이용가능,33.537240,126.674526,1
제주시농협 하나로마트 제주점,,G0,G004,N,N,시설 상황에 따라 이용이 제한될 수 있음,04,24시간 이용가능,33.505000,126.552192,1
제주대학교 학생주차장,50110,A0,A003,N,N,,06,24시간 이용가능,33.459019,126.562919,1
아모렉스 리조트,50110,G0,G004,N,N,,06,24시간 이용가능,33.507822,126.471156,1
남원농협 하나로마트,,G0,G004,N,N,,04,24시간 이용가능,33.284398,126.721738,2
제주시농협 하나로유통센터,50110,G0,G004,N,N,,06,24시간 이용가능,33.487704,126.468048,1
넥슨박물관,50110,D0,D007,N,N,,06,24시간 이용가능,33.47211112,126.485569,1
NH농협은행 제주수련원,50130,G0,G004,N,N,시설 상황에 따라 이용이 제한될 수 있음,04,24시간 이용가능,33.306599,126.795135,1
잠도둑 게스트하우스,50130,E0,E003,N,Y,숙박 시설 이용자로 제한,06,24시간 이용가능,33.359165,126.864525,1
제주바다목장,50110,E0,E003,N,N,,06,24시간 이용가능,33.346069,126.17936,1
다이아나호텔,50110,E0,E003,N,N,,06,24시간 이용가능,33.517825,126.539631,1
제주필하우스,50110,E0,E003,N,N,,06,24시간 이용가능,33.544817,126.686404,1
선반내주유소,50130,E0,E007,Y,N,,06,24시간 이용가능,33.25298812,126.550970,1
GS25 성산오조점,50130,E0,E001,Y,N,,06,24시간 이용가능,33.468888,126.921772,1
GS25 제주한경점,50110,E0,E001,Y,N,,06,24시간 이용가능,33.331176,126.256057,1
GS25 제주대흘점,50110,E0,E001,Y,N,,06,24시간 이용가능,33.497733,126.659132,1
헬로키티아일랜드,50130,D0,D002,Y,N,,05,24시간 이용가능,33.288597,126.352664,2
피규어뮤지엄,50130,D0,D008,Y,N,,05,24시간 이용가능,33.28164,126.355941,1
세븐일레븐 서귀포덕수점,50130,E0,E001,Y,N,,05,24시간 이용가능,33.258892,126.304256,1
카멜리아힐 주차장,50130,D0,D007,Y,N,,06,24시간 이용가능,33.290328,126.367918,2
기아자동차 제주서비스센터,50110,F0,F001,Y,Y,기아 고객 외 이용 제한,04,08:30 ~ 17:30,33.51379,126.561714,1
다이소 제주세화점,50110,E0,E001,Y,N,,04,24시간 이용가능,33.52233,126.85303,1
오션블루,50110,D0,D007,Y,N,,05,24시간 이용가능,33.519036,126.493537,1
세븐일레븐 한림센터점,50110,E0,E001,Y,N,,05,24시간 이용가능,33.408922,126.260246,1
농협 하나로마트 노형점,50110,E0,E001,Y,N,,04,24시간 이용가능,33.4877,126.468,1
제주도 바우네 나주곰탕 애월점,50110,E0,E006,Y,N,,06,24시간 이용가능,33.42456462,126.40915821,1
제주_파르나스호텔,50130,G0,G004,N,N,,06,24시간 이용가능,33.24564887,126.40564625,21
한화리조트 제주,50110,E0,E003,Y,N,,04,24시간 이용가능,33.4482028,126.6384019,2
해비치CC제주,50130,E0,E004,Y,Y,"시설 상황에 따라 이용이 제한될 수 있음, 방문자외 출입제한",04,24시간 이용가능,33.21,126.43,1
신재생에너지홍보관,50110,G0,H001,Y,N,,06,24시간 이용가능,33.560081,126.818556,7
신재생에너지홍보관,50110,G0,H001,Y,N,,04,24시간 이용가능,33.560081,126.818556,7
신재생에너지홍보관,50110,G0,H001,Y,N,,01,24시간 이용가능,33.560081,126.818556,7
제주특별자치도청,50110,A0,A001,Y,N,,06,24시간 이용가능,33.489498,126.498488,6
제주특별자치도의회,50110,A0,A001,Y,N,,06,24시간 이용가능,33.490102,126.49977,4
제주시청,50110,A0,A001,Y,N,,06,24시간 이용가능,33.500107,126.531568,6
서귀포시청,50130,A0,A001,Y,N,,06,24시간 이용가능,33.253731,126.560177,2
제주시 평생학습센터,50110,A0,A003,Y,N,,06,24시간 이용가능,33.514327,126.547598,1
한경면사무소,50110,A0,A002,Y,N,,06,24시간 이용가능,33.349999,126.183983,1
조천읍사무소,50110,A0,A002,Y,N,,06,24시간 이용가능,33.534577,126.63403,3
축산진흥원,50110,A0,A003,Y,N,,06,24시간 이용가능,33.4463680,126.4861130,1
아라동사무소,50110,A0,A002,Y,N,,06,24시간 이용가능,33.4763042,126.5449827,1
남원읍사무소,50130,A0,A002,Y,N,,06,24시간 이용가능,33.279806,126.720472,2
용담2동 주민센터,50110,A0,A002,Y,N,,06,24시간 이용가능,33.5114920,126.5116630,1
제주동물위생연구소,50110,A0,A003,Y,N,,06,24시간 이용가능,33.475663,126.638156,2
제주시 보건소,50110,A0,A003,Y,N,,06,24시간 이용가능,33.491978,126.519968,2
양지공원,50110,D0,D001,Y,N,,06,24시간 이용가능,33.440365,126.580201,1
제주4·3평화공원,50110,D0,D001,Y,N,,06,24시간 이용가능,33.450701,126.62133,1
제주세계자연유산센터,50110,A0,A003,Y,N,,06,24시간 이용가능,33.454997,126.711535,3
제주절물자연휴양림,50110,D0,D001,Y,N,,06,24시간 이용가능,33.440097,126.629759,1
제주벤처마루,50110,G0,G004,Y,N,,06,24시간 이용가능,33.500631,126.530415,1
제주하수처리장,50110,A0,A004,Y,N,,06,07시~19시,33.507502,126.477086,1
삼양동주민센터,50110,A0,A002,Y,N,,06,24시간 이용가능,33.521759,126.585746,2
서귀포 예술의전당,50130,J0,J004,Y,N,,06,24시간 이용가능,33.245276,126.551742,1
애월체육관,50110,A0,A004,Y,N,,06,24시간 이용가능,33.46286,126.332481,1
한라수목원(자연생태학습관),50110,D0,D001,Y,N,,06,24시간 이용가능,33.4690818,126.49134908317,1
오라동주민센터,50110,A0,A002,Y,N,,06,24시간 이용가능,33.495095,126.511678,1
제주아트센터,,A0,A004,Y,N,시설 상황에 따라 이용이 제한될 수 있음,06,24시간 이용가능,33.475516,126.514535,5
우도면사무소,50110,A0,A002,Y,N,,06,24시간 이용가능,33.506111,126.953424,1
제주도 상하수도본부,50110,A0,A004,Y,N,,06,24시간 이용가능,33.499618,126.650290,1
한림읍사무소,50110,A0,A002,Y,N,,06,24시간 이용가능,33.410604,126.267094,3
서부보건소,50130,A0,A003,Y,N,,06,24시간 이용가능,33.218972,126.253438,1
성산보건지소,50130,A0,A003,Y,N,,06,24시간 이용가능,33.447217,126.915426,2
인재개발원,50110,A0,A004,Y,N,,06,24시간 이용가능,33.446691,126.559766,2
서귀포 소방서,50130,A0,A003,Y,N,,06,24시간 이용가능,33.2495638,126.514096,2
중문동주민센터,50130,A0,A004,Y,N,,06,24시간 이용가능,33.253374,126.433615,1
성산읍노인복지회관,50130,A0,A004,Y,N,,06,24시간 이용가능,33.448609,126.906512,2
근로자종합복지관 주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.469694,126.486227,2
노형제1공영주차장,50110,B0,B001,N,N,,06,24시간 이용가능,33.485890,126.477147,2
아라지구 공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.473644,126.544659,2
일도삼주아파트,50110,H0,H001,Y,N,,06,24시간 이용가능,33.503724,126.543192,1
이도이동 복층화 공영주차장,50110,B0,B001,N,N,,06,24시간 이용가능,33.496804,126.534987,2
성산읍사무소,50130,A0,A002,Y,N,,06,24시간 이용가능,33.442122,126.911023,4
혼인지,50130,D0,D007,Y,N,,06,24시간 이용가능,33.414971,126.894093,2
제주항 여객터미널,50110,A0,A004,N,N,,06,24시간 이용가능,33.519427,126.534479,2
도청 제2청사 후문주차장,50110,A0,A001,N,N,,06,24시간 이용가능,33.488284,126.50001088,2
구좌읍주민센터,50110,A0,A002,Y,N,,06,24시간 이용가능,33.522559,126.852085,3
동부경찰서,50110,A0,A003,Y,N,,06,24시간 이용가능,33.503049,126.536066,2
제주학생문화원,50110,A0,A004,Y,N,,06,24시간 이용가능,33.500975,126.541059,1
정방동공영주차장,50130,B0,B001,N,N,,06,24시간 이용가능,33.247842,126.565355,3
송악산공영주차장,50130,B0,B001,Y,N,,06,24시간 이용가능,33.206038,126.288949,2
서귀포 제2청사,50130,A0,A001,N,N,,06,24시간 이용가능,33.255631,126.510596,2
신산청소년문화의집,50130,A0,A004,Y,N,,06,24시간 이용가능,33.381135,126.877353,1
외도동 공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.487676,126.429739,1
동홍아파트 5단지,50130,H0,H001,Y,N,,06,24시간 이용가능,33.26560451,126.56184527,4
노형 부영아파트 1단지,50110,H0,H001,Y,N,,06,미개방,33.4801071,126.48504634,2
탐라도서관,50110,A0,A004,Y,N,,06,24시간 이용가능,33.479063,126.477324,3
제주특별자치도교육청,50110,A0,A004,Y,N,,06,24시간 이용가능,33.490450,126.497622,3
걸매축구장,50130,A0,A004,Y,N,,06,24시간 이용가능,33.249188,126.554328,2
고용복지플러스센터,50110,A0,A004,Y,N,,06,24시간 이용가능,33.504284,126.527160,1
남원생활체육관,50130,A0,A004,Y,N,,06,24시간 이용가능,33.278057,126.704457,3
대륜동 문화복지센터,50130,A0,A004,Y,N,,06,24시간 이용가능,33.250293,126.513312,1
도장애인종합복지관,50110,A0,A004,Y,N,,06,24시간 이용가능,33.452592,126.552784,1
동부종합사회복지관,50130,A0,A004,Y,N,,06,24시간 이용가능,33.446705,126.913277,2
동제주종합사회복지관,50110,A0,A004,Y,N,,06,24시간 이용가능,33.523096,126.848905,1
서귀포 테니스장,50130,A0,A004,Y,N,,06,24시간 이용가능,33.257842,126.563831,2
강정보건지소,50130,A0,A004,Y,N,,06,24시간 이용가능,33.237210,126.477758,1
서귀포시서부종합사회복지관,50130,A0,A004,Y,N,,06,24시간 이용가능,33.223843,126.247828,2
서귀포시장애인종합사회복지관,50130,A0,A004,Y,N,,06,24시간 이용가능,33.286786,126.584595,1
소망요양원,50110,A0,A004,Y,N,,06,24시간 이용가능,33.547932,126.731643,1
자광원,50130,A0,A004,Y,N,,06,24시간 이용가능,33.247151,126.448444,1
정방동문화의집,50130,A0,A004,Y,N,,06,24시간 이용가능,33.246493,126.570366,1
제주공천포전지훈련센터,50130,A0,A004,Y,N,,06,24시간 이용가능,33.277305,126.641340,2
제주도농아복지관,50110,A0,A004,Y,N,,06,24시간 이용가능,33.484888,126.425712,2
제주영상미디어센터,50110,G0,G004,Y,N,,06,24시간 이용가능,33.506054,126.534899,2
제주시각장애인복지관,50110,I0,I006,Y,N,,06,24시간 이용가능,33.471126,126.581254,1
제주애덕의집,50110,A0,A004,Y,N,,06,24시간 이용가능,33.490723,126.558174,1
제주양로원,50110,A0,A004,Y,N,,06,24시간 이용가능,33.473745,126.448205,1
제주월드컵경기장,50130,A0,A004,Y,N,,06,24시간 이용가능,33.246861,126.507135,15
제주추사관,50130,A0,A004,Y,N,,06,24시간 이용가능,33.250079,126.279088,3
제주춘강의원,50110,A0,A004,Y,N,,06,24시간 이용가능,33.493687,126.501710,1
조천체육관,50110,A0,A004,Y,N,,06,24시간 이용가능,33.539190,126.643706,2
중앙공용주차장,50130,B0,B001,N,N,,06,24시간 이용가능,33.249979,126.562136,2
해변공연장,50110,A0,A004,Y,N,,06,24시간 이용가능,33.518375,126.523779,1
효돈축구공원,50130,J0,J007,Y,N,,06,24시간 이용가능,33.25937413,126.61057793,2
제주교도소 민원인주차장,50110,G0,G004,Y,N,,06,24시간 이용가능,33.4627872,126.515054,1
동화초등학교 공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.5179387,126.576723,1
제주연구원,50110,J0,J002,Y,N,,06,24시간 이용가능,33.4676183,126.514693,2
더럭초등학교주차장,50110,B0,B004,Y,N,,06,24시간 이용가능,33.452799,126.345172,1
제주전파관리소,50110,A0,A003,Y,N,,06,평일 09:00~18:00,33.4047788,126.372698,1
연동대림2차아파트,50110,H0,H001,Y,N,,06,24시간 이용가능,33.47907543,126.48956311,1
노형e-편한세상,50110,H0,H001,Y,N,,06,24시간 이용가능,33.48463086,126.467973,1
함덕광명샤인빌,50110,H0,H001,Y,N,,06,24시간 이용가능,33.538023,126.677073,1
하귀휴먼시아1단지아파트,50110,H0,H001,Y,N,,06,24시간 이용가능,33.4840067,126.4164477,1
노형뜨란채아파트,50110,H0,H001,Y,N,,06,24시간 이용가능,33.487982,126.4706243,2
화북동공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.5199554,126.5735082,2
옹포리사무소,50110,G0,G004,Y,N,,06,24시간 이용가능,33.4034078,126.2553962,1
한림금능농공단지(제주맥주),50110,G0,G004,Y,N,,06,24시간 이용가능,33.3582846,126.2411858,1
한경체육관,50110,A0,A004,Y,N,,06,24시간 이용가능,33.3011526,126.1845393,1
하귀문화의집,50110,A0,A004,Y,N,,06,24시간 이용가능,33.47963015,126.40331894,1
조천도서관,50110,I0,I005,Y,N,,06,24시간 이용가능,33.53769415,126.667639,3
에코촌 유스호스텔,50110,G0,G004,Y,N,,06,24시간 이용가능,33.5168867,126.7037204,1
중앙병원,50110,I0,I001,Y,N,,06,24시간 이용가능,33.49122705,126.46979762,2
그루터기,50110,G0,G004,Y,N,,06,24시간 이용가능,33.53302043,126.60013206,1
우도면 조일리사무소,50110,G0,G004,Y,N,,06,24시간 이용가능,33.5098063,126.9629057,1
제주장애인스포츠센터,50110,J0,J007,Y,N,,06,24시간 이용가능,33.48652631,126.4368259,2
대한적십자 제주혈액원,50110,A0,A003,Y,N,,06,24시간 이용가능,33.4912004,126.520229,1
한라도서관,50110,I0,I005,Y,N,,06,24시간 이용가능,33.47621593,126.516175,2
영평하동 마을회관,50110,G0,G004,Y,N,,06,24시간 이용가능,33.4863137,126.5738883,1
중엄리사무소,50110,G0,G004,Y,N,,06,24시간 이용가능,33.4727098,126.372614,1
한길정보통신학교,50110,G0,G004,Y,N,,06,24시간 이용가능,33.4083898,126.3860311,1
부면동정류장 뒤 마을시설,50110,G0,G004,Y,N,,06,24시간 이용가능,33.41639691,126.3325313,1
납읍리보건소,50110,I0,I003,Y,N,,06,24시간 이용가능,33.43872311,126.33012631,1
고성2리경로당,50110,G0,G004,Y,N,,06,24시간 이용가능,33.4356323,126.4252454,1
한원리노인복지관,50110,G0,G004,Y,N,,06,24시간 이용가능,33.33851703,126.1959637,1
한라병원,50110,I0,I001,N,N,,06,24시간 이용가능,33.4896681,126.4849521005,1
시민복지타운 공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.4888961,126.5259043,2
한국교통방송 제주본부,50110,G0,G004,Y,N,,06,24시간 이용가능,33.47842377,126.5499966,2
금악리새마을회,50110,G0,G004,Y,N,,06,24시간 이용가능,33.36007468,126.2947019,1
구좌농공단지(제주이야기),50110,G0,G004,Y,N,,06,24시간 이용가능,33.5532597,126.8168887,1
동복ESH주택,50110,H0,H002,Y,N,,06,24시간 이용가능,33.54812678,126.7064619,1
모로왓제2공영주차장,50110,B0,B001,N,N,,06,24시간 이용가능,33.5117328,126.5442340,7
모로왓제2공영주차장,50110,B0,B001,N,N,,04,24시간 이용가능,33.5117328,126.5442340,7
모로왓제2공영주차장,50110,B0,B001,N,N,,01,24시간 이용가능,33.5117328,126.5442340,7
아라동공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.47830396,126.55289179,1
종남공영주차장,50110,B0,B001,N,N,,06,24시간 이용가능,33.48412232,126.47133648,1
탐라장애인종합복지관,50110,I0,I006,Y,N,,06,24시간 이용가능,33.501412004,126.5251149,1
외도동생활문화센터,50110,A0,A004,Y,N,,06,24시간 이용가능,33.48851573,126.43347610,1
한화꿈에그린아파트,50110,H0,H001,Y,N,,06,24시간 이용가능,33.4799138,126.4838837,1
일도대림1차아파트,50110,H0,H001,Y,N,,06,24시간 이용가능,33.5009473,126.550594,1
노형부영3차아파트,50110,H0,H001,Y,N,,06,24시간 이용가능,33.4768804,126.4863699,1
이도빌리지,50110,H0,H001,Y,N,,06,24시간 이용가능,33.4498012,126.5535836,1
대흘1리마을회관 맞은편 주차장,50110,G0,G004,Y,N,,06,24시간 이용가능,33.49847347,126.65481077,1
대흘2리마을회관,50110,G0,G004,Y,N,,06,24시간 이용가능,33.51400328,126.75278304,1
신산동경로당,50110,G0,G004,Y,N,,06,24시간 이용가능,33.55257433,126.75278304,1
용담1동노인복지회관,50110,I0,I006,Y,N,,06,24시간 이용가능,33.51139003,126.51463128,1
우주전파센터,50110,A0,A003,Y,N,,06,24시간 이용가능,33.42704154,126.29687307,1
춘강장애인근로센터,50110,G0,G004,Y,N,,06,24시간 이용가능,33.45197135,126.55289661,1
아라119안전센터,50110,A0,A003,Y,N,,06,24시간 이용가능,33.46804310,126.56576191,1
누리터,50110,G0,G004,Y,N,,06,24시간 이용가능,33.42599041,126.40248193,2
우당도서관,50110,I0,I005,Y,N,,06,24시간 이용가능,33.51485073,126.54822589,2
느지리오름주차장,50110,D0,D001,Y,N,,06,24시간 이용가능,33.36282075,126.26035142,1
심인요양원,50110,G0,G004,Y,Y,시설 상황에 따라 이용이 제한될 수 있음,06,24시간 이용가능,33.47109423,126.47449774,1
금악건강증진센터,50110,I0,I003,Y,N,,06,24시간 이용가능,33.35653792,126.29664550,1
용운동복지회관,50110,G0,G004,Y,N,,06,24시간 이용가능,33.43578576,126.27228752,1
세화리사무소,50110,G0,G004,Y,N,,06,24시간 이용가능,33.52699196,126.85603216,1
와흘리사무소,50110,G0,G004,Y,N,,06,24시간 이용가능,33.50469403,126.63498641,1
조수1리다목적회관,50110,G0,G004,Y,N,,06,24시간 이용가능,33.33739036,126.22871062,1
제주청소년수련원,50110,I0,I007,Y,N,,06,24시간 이용가능,33.37754588,126.23613655,2
한림읍주민자치센터 옆 공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.41283392,126.26256700,1
